Age,Balance,CreditScore,EstimatedSalary,NumOfProducts,IsActiveMember,Zero_Balance,Balance_Salary_Ratio,Products_Bucket,Age_Inactive,Germany_HighBal,Geography,Gender,Exited
33,0.0,621,40299.23,2,1,1,0.0,0,0,0,Spain,Male,0
26,166257.96,674,149369.41,1,1,0,1.1130582020896909,0,0,0,France,Male,0
46,0.0,633,120250.58,2,0,1,0.0,0,46,0,Spain,Female,0
64,169362.43,698,84760.32,1,0,0,1.9981098689826915,0,64,1,Germany,Female,1
26,205962.0,508,156424.4,1,0,0,1.3166787491034064,0,26,0,France,Male,0
24,0.0,736,109355.73,2,0,1,0.0,0,24,0,France,Female,1
68,126061.51,672,184936.77,2,1,0,0.6816428574866021,0,0,1,Germany,Male,0
21,105627.95,613,36560.51,1,1,0,2.8890477991745964,0,0,0,France,Female,0
32,100606.02,712,165693.06,1,0,0,0.6071794003961277,0,32,0,France,Male,0
38,0.0,624,163666.85,2,1,1,0.0,0,0,0,France,Female,0
38,0.0,676,35644.79,2,1,1,0.0,0,0,0,France,Male,0
32,138171.1,683,188203.58,2,1,0,0.7341537597012784,0,0,1,Germany,Female,0
31,139395.08,489,6120.84,1,1,0,22.770127935391972,0,0,0,France,Female,0
29,0.0,739,164484.78,2,1,1,0.0,0,0,0,France,Male,0
37,0.0,701,164268.28,2,1,1,0.0,0,0,0,France,Female,0
50,109062.28,666,140136.1,1,1,0,0.7782541525406191,0,0,1,Germany,Female,1
40,89994.71,565,121084.27,2,1,0,0.7432341687803975,0,0,0,Germany,Female,0
36,0.0,666,35156.54,2,0,1,0.0,0,36,0,France,Male,0
59,103996.74,633,103159.11,1,1,0,1.008110014617084,0,0,0,France,Male,0
34,175111.11,578,74858.3,1,1,0,2.3392031451002078,0,0,0,France,Male,0
49,66079.45,812,91556.57,2,0,0,0.7217256858171311,0,49,0,Spain,Female,1
33,148055.74,809,199203.21,1,0,0,0.7432359988777345,0,33,1,Germany,Male,0
36,0.0,615,27011.8,1,1,1,0.0,0,0,0,France,Male,1
31,0.0,684,188637.05,2,0,1,0.0,0,31,0,Spain,Female,0
40,0.0,544,61581.2,2,0,1,0.0,0,40,0,France,Male,0
47,95994.98,713,197529.23,1,0,0,0.4859761465371654,0,47,0,Germany,Male,0
37,0.0,633,182258.17,2,0,1,0.0,0,37,0,France,Male,0
23,110741.56,672,80778.5,1,0,0,1.370911679324581,0,23,1,Germany,Female,0
35,0.0,661,155394.52,1,0,1,0.0,0,35,0,France,Male,0
28,0.0,749,3408.7,1,0,1,0.0,0,28,0,Spain,Female,0
32,0.0,635,19367.98,2,1,1,0.0,0,0,0,Spain,Female,1
70,96947.58,850,62282.99,3,0,0,1.5565409345162378,1,70,0,Germany,Female,1
41,0.0,641,65396.79,2,0,1,0.0,0,41,0,France,Male,0
30,109786.82,633,139712.81,2,1,0,0.7857979107433976,0,0,1,Germany,Male,0
35,0.0,413,60972.84,2,1,1,0.0,0,0,0,Spain,Male,0
31,0.0,538,1375.46,2,0,1,0.0,0,31,0,France,Male,0
39,102721.49,437,22191.82,1,0,0,4.628591138935926,0,39,0,France,Female,0
33,69478.57,612,8973.67,1,0,0,7.7416294972405675,0,33,0,Spain,Male,1
53,156674.2,516,118502.34,1,0,0,1.3221078832039672,0,53,1,Germany,Female,1
56,174506.1,826,161802.82,2,1,0,1.0785042034236274,0,0,0,Spain,Female,1
23,166070.48,660,90494.72,2,0,0,1.835119716158952,0,23,1,Germany,Female,0
29,105957.44,646,15470.91,1,0,0,6.848374893597494,0,29,1,Germany,Female,0
36,0.0,767,65147.27,1,0,1,0.0,0,36,0,France,Male,0
40,110340.68,640,157886.6,1,1,0,0.6988558949531185,0,0,0,France,Male,0
33,0.0,778,85439.73,2,0,1,0.0,0,33,0,France,Male,0
52,135870.01,679,54038.62,2,0,0,2.5142665696020807,0,52,1,Germany,Male,0
31,0.0,549,25684.85,2,1,1,0.0,0,0,0,France,Male,0
47,0.0,598,186116.54,2,1,1,0.0,0,0,0,France,Male,0
45,0.0,655,166830.71,2,0,1,0.0,0,45,0,France,Female,0
30,85704.95,494,27886.06,1,1,0,3.073287395659492,0,0,0,France,Male,0
42,0.0,653,5768.32,2,1,1,0.0,0,0,0,France,Female,0
38,105435.74,539,80575.44,1,0,0,1.3085182219517268,0,38,1,Germany,Female,1
37,0.0,645,68987.55,2,1,1,0.0,0,0,0,France,Female,0
34,108513.25,751,27097.82,2,1,0,4.004353326085785,0,0,1,Germany,Male,0
35,156687.1,528,199320.77,1,0,0,0.7861012873807012,0,35,0,France,Male,0
31,150604.52,696,5566.6,1,0,0,27.050168833967955,0,31,1,Germany,Male,0
44,155114.9,716,133871.83,1,0,0,1.1586734963323029,0,44,0,France,Female,0
35,0.0,602,152843.53,2,1,1,0.0,0,0,0,France,Female,0
64,91216.0,647,41800.18,1,1,0,2.182139355874643,0,0,0,Spain,Female,0
61,141784.02,850,92053.75,1,1,0,1.5402140573951912,0,0,1,Germany,Male,0
32,127763.24,590,100717.54,1,0,0,1.268517593682355,0,32,0,France,Female,0
32,0.0,825,42935.15,2,1,1,0.0,0,0,0,Spain,Female,0
31,82613.56,850,149170.92,2,0,0,0.5538144176196163,0,31,0,Spain,Male,0
32,69423.52,789,107499.39,1,0,0,0.6457978431520109,0,32,0,France,Female,0
42,86167.82,701,153342.38,1,0,0,0.5619272250292122,0,42,0,France,Female,0
47,0.0,713,107825.08,1,0,1,0.0,0,47,0,Spain,Female,1
30,131406.56,570,47952.45,1,1,0,2.7402941811277395,0,0,0,France,Male,0
44,121898.82,536,131007.18,1,0,0,0.9304672425798146,0,44,1,Germany,Female,0
32,77487.2,771,33143.04,1,0,0,2.337892423494541,0,32,0,Germany,Male,0
75,0.0,512,123304.62,1,0,1,0.0,0,75,0,France,Female,0
45,164450.94,698,141970.02,1,0,0,1.1583416108442415,0,45,0,Spain,Male,1
33,138705.02,656,37136.15,2,0,0,3.7349398109440273,0,33,0,France,Male,0
37,132730.17,761,199293.01,1,0,0,0.6660018030647283,0,37,0,Spain,Male,0
30,0.0,709,161388.22,2,1,1,0.0,0,0,0,France,Female,0
66,0.0,597,70532.53,1,1,1,0.0,0,0,0,Spain,Female,0
28,116498.22,592,144290.25,1,0,0,0.8073824296345066,0,28,0,France,Male,0
41,0.0,599,96069.82,2,0,1,0.0,0,41,0,France,Female,0
35,139979.07,572,185662.84,1,0,0,0.7539382466720499,0,35,1,Germany,Female,0
43,127216.31,611,17913.25,2,1,0,7.101403072972634,0,0,1,Germany,Female,0
45,0.0,634,101039.53,4,0,1,0.0,1,45,0,France,Female,1
51,148222.65,666,156953.54,1,0,0,0.9443667574063164,0,51,0,France,Male,1
41,0.0,696,28276.83,2,0,1,0.0,0,41,0,France,Female,0
38,0.0,669,84049.16,2,0,1,0.0,0,38,0,France,Female,0
30,134152.29,726,147822.44,1,1,0,0.907517035187383,0,0,0,Spain,Male,0
32,111537.23,497,9497.99,4,1,0,11.742009413632397,1,0,1,Germany,Female,1
39,119565.92,750,87067.73,1,0,0,1.3732360630504201,0,39,0,Spain,Female,0
29,0.0,850,23237.25,2,0,1,0.0,0,29,0,Spain,Female,0
38,0.0,617,27239.28,1,1,1,0.0,0,0,0,Spain,Male,0
46,121063.8,652,151481.86,3,0,0,0.7991914068693977,1,46,1,Germany,Male,1
27,124995.98,560,114669.79,1,1,0,1.0900420237795518,0,0,0,Spain,Female,0
39,0.0,629,116748.14,2,0,1,0.0,0,39,0,Spain,Male,0
52,86891.84,660,90877.76,1,0,0,0.9561292429606214,0,52,0,Germany,Female,0
38,0.0,676,133692.88,2,1,1,0.0,0,0,0,France,Male,0
43,78022.61,581,30662.91,1,1,0,2.5444442668922522,0,0,0,Spain,Male,0
34,154495.79,798,191395.88,1,0,0,0.8072011936662709,0,34,0,France,Male,0
38,189443.72,705,106648.58,1,1,0,1.7763194191669578,0,0,0,France,Male,0
31,152926.6,714,50899.91,1,1,0,3.004398153196082,0,0,0,Spain,Female,0
44,142989.69,664,115452.51,1,1,0,1.2385044854851102,0,0,0,France,Female,1
43,115371.94,697,64139.1,2,0,0,1.7987489885422692,0,43,1,Germany,Male,0
37,0.0,609,22030.72,2,1,1,0.0,0,0,0,France,Male,0
38,178056.54,548,38434.73,2,0,0,4.632578592887399,0,38,0,Spain,Male,0
39,206014.94,850,42774.84,2,1,0,4.816151827760717,0,0,0,Spain,Male,1
41,0.0,656,158973.77,2,0,1,0.0,0,41,0,France,Male,0
37,101191.83,727,34551.35,1,1,0,2.928652609735662,0,0,1,Germany,Male,1
55,0.0,642,101515.76,2,1,1,0.0,0,0,0,France,Female,0
31,0.0,710,9561.73,2,0,1,0.0,0,31,0,Spain,Female,0
33,0.0,710,168313.17,2,0,1,0.0,0,33,0,Spain,Male,0
37,0.0,718,55100.09,2,1,1,0.0,0,0,0,France,Female,0
32,149814.54,586,31830.06,1,0,0,4.706552028113421,0,32,1,Germany,Male,0
36,115617.24,617,71519.4,1,1,0,1.6165631064703219,0,0,0,Spain,Female,0
28,0.0,630,32599.35,2,0,1,0.0,0,28,0,France,Male,0
42,113657.41,791,139946.68,2,1,0,0.8121421519813691,0,0,1,Germany,Female,1
39,138160.0,673,110468.51,1,1,0,1.2506618342020346,0,0,0,Spain,Male,0
36,117700.86,477,74042.0,1,0,0,1.5896284591386087,0,36,1,Germany,Female,0
37,0.0,662,151871.84,2,0,1,0.0,0,37,0,France,Female,0
37,122506.38,850,199693.84,1,1,0,0.6134679293666276,0,0,1,Germany,Male,1
58,0.0,635,58907.08,1,1,1,0.0,0,0,0,France,Female,1
59,0.0,537,103799.77,2,0,1,0.0,0,59,0,France,Male,1
39,166501.17,579,93835.64,2,0,0,1.774372675747981,0,39,0,France,Female,0
46,89743.05,651,156425.57,1,0,0,0.5737072033223001,0,46,0,Spain,Female,1
25,0.0,610,123723.83,2,0,1,0.0,0,25,0,France,Female,0
30,0.0,581,199464.08,2,0,1,0.0,0,30,0,France,Male,0
39,0.0,592,83084.33,2,0,1,0.0,0,39,0,France,Male,0
35,0.0,688,25488.43,1,0,1,0.0,0,35,0,Spain,Female,1
18,98894.39,681,9596.4,1,1,0,10.304289703461354,0,0,0,France,Female,0
37,168735.74,658,70370.24,2,0,0,2.3977940419978387,0,37,1,Germany,Male,0
34,0.0,792,86330.32,1,1,1,0.0,0,0,0,France,Male,0
62,133201.17,528,168507.68,1,0,0,0.7904706748637519,0,62,1,Germany,Female,1
36,0.0,624,111605.9,2,0,1,0.0,0,36,0,Spain,Female,0
31,127237.25,562,143317.42,2,1,0,0.887794116066867,0,0,1,Germany,Male,0
36,117864.85,678,27619.06,2,0,0,4.267364010070941,0,36,1,Germany,Male,0
64,153469.26,705,146573.66,3,0,0,1.0470381442467613,1,64,1,Germany,Female,1
23,93911.3,650,69055.45,2,0,0,1.3599207604792891,0,23,0,Germany,Male,0
46,76597.79,593,54453.72,1,1,0,1.4066327032808175,0,0,0,Spain,Female,0
40,79927.36,652,33524.6,2,1,0,2.384069487197843,0,0,0,France,Female,0
27,0.0,554,135083.73,2,1,1,0.0,0,0,0,Spain,Female,0
32,40172.91,584,137439.34,1,1,0,0.29229344164893656,0,0,0,Germany,Male,0
33,115195.58,516,11205.5,1,1,0,10.27935394637041,0,0,0,France,Male,0
43,116644.29,789,60176.1,2,1,0,1.9383501365137237,0,0,1,Germany,Female,0
20,180293.84,598,29552.7,2,1,0,6.100550523284732,0,0,1,Germany,Male,0
30,139872.81,669,188795.85,1,0,0,0.7408641086967287,0,30,1,Germany,Female,0
24,34547.82,645,11638.17,1,1,0,2.968237425864559,0,0,0,France,Female,0
32,0.0,659,93155.75,2,1,1,0.0,0,0,0,France,Female,0
29,96462.25,833,48986.18,2,1,0,1.969132536308479,0,0,0,Germany,Male,0
40,130334.35,697,116951.1,2,1,0,1.1144250509396583,0,0,0,Spain,Female,0
39,119688.81,580,137041.26,1,0,0,0.8733715424716434,0,39,1,Germany,Male,0
38,0.0,691,44653.5,2,0,1,0.0,0,38,0,France,Male,0
52,0.0,534,104035.41,3,1,1,0.0,1,0,0,France,Male,1
32,71187.24,478,110593.62,1,1,0,0.6436772421660295,0,0,0,France,Female,0
47,0.0,572,36099.7,2,0,1,0.0,0,47,0,France,Female,0
37,0.0,501,12470.3,2,0,1,0.0,0,37,0,France,Male,0
38,0.0,624,95403.41,2,0,1,0.0,0,38,0,Spain,Female,0
39,136422.41,595,151757.81,1,1,0,0.8989422755753027,0,0,0,France,Female,0
30,0.0,603,47536.46,2,1,1,0.0,0,0,0,France,Male,0
25,0.0,602,101274.17,2,1,1,0.0,0,0,0,France,Female,0
34,0.0,500,140268.45,1,1,1,0.0,0,0,0,France,Female,0
41,153238.88,422,11663.09,1,0,0,13.137662689502568,0,41,0,France,Male,0
35,0.0,615,150784.29,2,0,1,0.0,0,35,0,France,Male,0
78,47536.4,635,119400.08,1,1,0,0.39812370206366643,0,0,0,France,Female,0
32,0.0,711,126188.42,2,0,1,0.0,0,32,0,France,Female,0
36,142882.49,834,89983.02,1,0,0,1.5878651565022321,0,36,0,France,Male,1
44,0.0,633,29761.29,2,0,1,0.0,0,44,0,France,Female,0
31,160566.11,650,27073.81,2,0,0,5.93046119252545,0,31,0,France,Female,0
65,131935.51,743,96399.67,1,1,0,1.3686161102407277,0,0,1,Germany,Male,1
38,127678.8,567,45422.89,2,0,0,2.8108292794826686,0,38,0,France,Male,0
46,105214.58,706,108699.59,1,0,0,0.9679301648684704,0,46,1,Germany,Female,1
46,139859.54,638,38967.29,1,0,0,3.5890602333333077,0,46,0,France,Male,0
38,0.0,641,116466.19,2,0,1,0.0,0,38,0,France,Female,0
34,112324.45,574,17993.43,2,1,0,6.242178829782326,0,0,0,France,Female,0
30,134497.27,642,43250.54,1,0,0,3.109652743000596,0,30,1,Germany,Male,0
35,120171.58,722,125240.8,1,0,0,0.9595165511833909,0,35,0,Spain,Female,0
23,106012.2,623,191415.94,2,1,0,0.5538287259215406,0,0,0,France,Male,0
25,0.0,681,90860.97,1,1,1,0.0,0,0,0,France,Male,0
34,0.0,530,141872.52,2,1,1,0.0,0,0,0,France,Female,0
55,0.0,797,49418.87,4,1,1,0.0,1,0,0,France,Female,1
51,0.0,653,170426.65,1,0,1,0.0,0,51,0,France,Male,1
42,119839.69,850,51016.02,1,1,0,2.3490139173162214,0,0,1,Germany,Male,1
34,0.0,581,81175.25,2,1,1,0.0,0,0,0,Spain,Male,0
38,92219.21,589,99106.97,1,0,0,0.9304923710979047,0,38,0,Germany,Male,0
48,142055.41,555,79134.78,2,1,0,1.795084473799336,0,0,1,Germany,Male,0
49,29602.08,748,163550.58,1,0,0,0.18099537772732005,0,49,0,France,Female,1
46,0.0,745,67769.94,2,1,1,0.0,0,0,0,France,Female,0
34,0.0,730,126592.01,2,1,1,0.0,0,0,0,France,Male,0
44,0.0,565,89602.81,2,1,1,0.0,0,0,0,France,Female,0
37,141803.77,778,179421.84,1,1,0,0.7903328806967942,0,0,0,France,Male,0
24,0.0,812,156906.15,2,1,1,0.0,0,0,0,France,Male,0
42,0.0,526,168486.02,1,1,1,0.0,0,0,0,France,Male,0
47,126589.12,708,132730.07,2,1,0,0.953726358116453,0,0,0,France,Female,1
33,108393.35,680,39057.67,1,1,0,2.7751418571088062,0,0,0,France,Male,0
43,115643.58,567,174606.35,2,0,0,0.6623064836617703,0,43,0,Spain,Male,0
48,132876.23,564,79259.77,1,0,0,1.676443844792323,0,48,0,Spain,Male,0
24,110949.41,709,168515.61,1,1,0,0.6583885707171537,0,0,0,France,Female,0
46,130666.2,629,161125.67,1,1,0,0.8109532704920916,0,0,0,France,Male,1
45,103821.47,510,77878.62,2,1,0,1.3331019077905106,0,0,0,France,Female,0
32,0.0,506,80823.02,1,1,1,0.0,0,0,0,France,Female,0
39,0.0,605,119348.28,1,1,1,0.0,0,0,0,France,Male,0
32,132187.73,650,178331.36,2,1,0,0.7412436531429294,0,0,0,Spain,Male,0
49,98649.55,850,119174.88,1,0,0,0.8277643932648117,0,49,1,Germany,Male,1
38,126444.08,489,82662.73,2,1,0,1.5296198223815936,0,0,1,Germany,Male,0
30,154159.51,659,40441.1,1,0,0,3.811857198315617,0,30,1,Germany,Female,0
43,0.0,753,109881.71,2,0,1,0.0,0,43,0,France,Female,0
48,129250.0,477,157937.35,2,1,0,0.81835728941071,0,0,1,Germany,Male,0
45,0.0,610,38276.84,1,0,1,0.0,0,45,0,Spain,Female,1
33,167733.51,619,65222.48,2,1,0,2.5716737285407034,0,0,0,France,Female,0
31,56116.3,619,2181.94,2,0,0,25.70675327768972,0,31,0,Germany,Female,0
30,141581.08,758,156249.06,1,0,0,0.9061185640504713,0,30,0,France,Female,0
50,139675.07,516,45591.23,2,0,0,3.063571797211937,0,50,1,Germany,Male,0
27,66201.96,789,79458.12,1,1,0,0.8331574777067756,0,0,0,France,Female,0
44,0.0,687,103042.2,2,0,1,0.0,0,44,0,France,Female,1
34,133658.24,485,70209.83,1,0,0,1.9036698469452644,0,34,1,Germany,Male,0
25,136202.78,446,176743.51,1,0,0,0.7706195796406915,0,25,1,Germany,Male,0
60,131778.08,597,10703.53,1,0,0,12.310496584156425,0,60,0,France,Female,1
74,0.0,712,151425.82,2,0,1,0.0,0,74,0,Spain,Male,0
34,0.0,522,3894.34,2,1,1,0.0,0,0,0,France,Female,0
26,42712.87,805,28861.69,2,1,0,1.479864489415228,0,0,0,Germany,Female,0
28,0.0,781,177703.15,2,0,1,0.0,0,28,0,France,Female,0
57,0.0,689,136649.8,2,0,1,0.0,0,57,0,Spain,Female,1
31,142631.54,670,175894.24,2,1,0,0.8108891406043734,0,0,1,Germany,Male,0
33,141204.65,670,76257.46,2,0,0,1.8516588192313348,0,33,0,France,Male,0
25,131402.21,524,193668.49,1,0,0,0.6784868902169361,0,25,1,Germany,Female,0
39,92636.96,734,125671.29,2,1,0,0.737131152778389,0,0,0,Spain,Female,0
51,0.0,489,174098.28,2,1,1,0.0,0,0,0,France,Female,1
31,102088.68,578,187866.21,4,0,0,0.5434087193821636,1,31,1,Germany,Female,1
39,0.0,622,100862.36,2,1,1,0.0,0,0,0,Spain,Male,0
38,134887.53,843,10804.04,1,1,0,12.48376035627818,0,0,0,France,Female,0
48,0.0,687,170893.85,2,1,1,0.0,0,0,0,France,Male,0
28,159900.38,700,22698.56,1,0,0,7.044206143202776,0,28,0,Spain,Male,0
50,102278.79,410,89822.48,2,0,0,1.1386643002475523,0,50,1,Germany,Female,0
41,0.0,537,175262.49,2,1,1,0.0,0,0,0,France,Female,0
43,0.0,780,15705.27,1,1,1,0.0,0,0,0,France,Female,0
58,0.0,652,170025.43,2,1,1,0.0,0,0,0,Spain,Male,0
35,76989.97,620,17242.79,1,1,0,4.464793992503968,0,0,0,Germany,Male,0
23,0.0,697,79734.23,2,1,1,0.0,0,0,0,France,Female,0
35,0.0,786,92712.97,2,0,1,0.0,0,35,0,France,Male,0
39,114491.82,850,99689.48,1,0,0,1.1484729534856288,0,39,1,Germany,Female,0
54,144768.94,749,93336.3,1,0,0,1.5510298669449405,0,54,1,Germany,Male,1
31,145056.59,445,175893.53,1,1,0,0.8246793689377379,0,0,0,France,Male,0
50,117206.3,443,42840.18,1,0,0,2.73583267314299,0,50,1,Germany,Male,1
41,138014.4,637,140298.24,2,0,0,0.9837145233288506,0,41,1,Germany,Male,0
45,128352.59,616,144000.59,3,1,0,0.8913275888134291,1,0,1,Germany,Female,1
23,112568.31,756,113408.11,1,1,0,0.9925861335125546,0,0,0,France,Female,0
33,0.0,644,96420.58,1,0,1,0.0,0,33,0,France,Male,0
41,176958.46,850,125806.3,2,1,0,1.4065834017580854,0,0,1,Germany,Male,0
38,99167.54,703,65720.92,1,0,0,1.5088959665207589,0,38,1,Germany,Female,0
42,103210.27,684,31002.03,1,0,0,3.3290381617538674,0,42,0,Spain,Female,0
48,104478.12,706,158248.71,3,1,0,0.6602104989639476,1,0,1,Germany,Female,1
61,125921.37,580,94677.83,1,1,0,1.32998443263399,0,0,0,Spain,Male,0
35,0.0,777,17257.72,2,1,1,0.0,0,0,0,Spain,Female,0
48,80697.44,676,101397.86,1,0,0,0.7958416889499547,0,48,0,Germany,Male,0
44,161887.81,708,84870.23,2,0,0,1.9074521483899787,0,44,0,France,Female,0
24,109558.36,809,183515.13,1,0,0,0.596995806308688,0,24,0,France,Male,0
38,124271.26,588,75969.19,1,0,0,1.6357897749103956,0,38,0,France,Male,0
43,0.0,623,146379.3,2,1,1,0.0,0,0,0,France,Male,0
42,190569.23,537,127154.8,1,1,0,1.4987065474009051,0,0,0,Spain,Male,0
53,143923.96,536,2019.78,1,0,0,71.22198359049476,0,53,0,Spain,Male,1
48,96542.16,769,197885.72,2,1,0,0.48786578503095107,0,0,0,France,Male,0
33,0.0,690,138017.68,2,0,1,0.0,0,33,0,France,Male,0
45,139825.56,771,170984.97,1,0,0,0.8177604279462227,0,45,0,Spain,Male,1
24,111769.14,497,55859.27,2,0,0,2.0008700280181246,0,24,1,Germany,Male,0
37,0.0,622,4459.5,2,0,1,0.0,0,37,0,Spain,Male,0
30,113672.18,602,102135.92,2,0,0,1.11293918007318,0,30,0,Spain,Male,0
32,147256.86,543,112771.95,1,0,0,1.305781749967523,0,32,0,France,Female,0
45,107023.03,520,32903.93,1,0,0,3.2524922557197358,0,45,0,Spain,Male,0
37,125529.55,669,162260.93,1,1,0,0.773622931762244,0,0,0,France,Male,0
41,0.0,631,87959.83,1,0,1,0.0,0,41,0,Spain,Female,0
48,131834.8,537,166476.95,1,0,0,0.7919054745688542,0,48,1,Germany,Male,1
62,0.0,732,25438.87,2,1,1,0.0,0,0,0,France,Male,0
56,99529.7,844,157230.06,1,1,0,0.6330155123294341,0,0,0,Spain,Male,1
35,0.0,838,197305.91,2,1,1,0.0,0,0,0,Spain,Male,0
27,107303.72,652,44435.76,2,0,0,2.4147512104842925,0,27,0,France,Male,0
33,72783.42,660,181051.99,1,0,0,0.40200065185336076,0,33,0,France,Male,0
44,0.0,692,159069.37,1,1,1,0.0,0,0,0,Spain,Female,0
35,0.0,588,155485.24,2,1,1,0.0,0,0,0,France,Female,0
22,115743.6,533,43852.05,1,0,0,2.6393511967810674,0,22,1,Germany,Female,0
43,161256.53,850,140071.57,1,1,0,1.1512356059434048,0,0,0,France,Male,0
27,0.0,511,49089.36,2,1,1,0.0,0,0,0,France,Male,0
44,0.0,530,55893.37,2,0,1,0.0,0,44,0,Spain,Male,0
31,0.0,554,192660.55,2,1,1,0.0,0,0,0,France,Male,0
40,162261.01,585,137028.51,2,0,0,1.1841318705729882,0,40,1,Germany,Female,0
39,74896.33,754,34430.16,1,0,0,2.175248524882693,0,39,0,France,Male,0
54,0.0,474,108409.17,1,0,1,0.0,0,54,0,France,Male,1
35,144037.6,837,145325.32,1,0,0,0.9911322326196659,0,35,1,Germany,Male,0
23,93522.2,567,81425.61,1,1,0,1.1485459114655516,0,0,0,France,Female,0
38,0.0,800,51553.43,2,0,1,0.0,0,38,0,Spain,Male,0
18,0.0,646,52795.15,2,1,1,0.0,0,0,0,France,Male,0
38,106922.92,627,84270.09,2,1,0,1.2687971640096265,0,0,1,Germany,Male,0
26,112972.57,505,145011.62,1,0,0,0.7790533679068761,0,26,0,France,Male,0
35,123042.0,566,66245.44,1,0,0,1.8573375414588316,0,35,1,Germany,Female,1
33,100488.92,619,36446.74,2,1,0,2.7570686138564424,0,0,1,Germany,Female,0
44,123322.15,757,137136.29,1,0,0,0.8992605147731881,0,44,0,France,Female,0
32,0.0,648,117323.31,1,1,1,0.0,0,0,0,France,Male,0
42,68683.68,621,74157.71,1,1,0,0.9261714503933521,0,0,0,Spain,Male,0
49,59532.18,543,104253.56,1,0,0,0.571027109030051,0,49,0,Germany,Male,0
43,140260.36,658,2748.72,2,0,0,51.008960912383806,0,43,0,France,Female,0
50,88302.65,633,195937.16,1,1,0,0.4506659141843528,0,0,0,Germany,Male,0
19,0.0,648,22101.86,2,1,1,0.0,0,0,0,France,Female,0
40,114655.58,501,126535.92,1,0,0,0.9061037679753862,0,40,1,Germany,Male,0
42,148283.94,683,44692.63,1,1,0,3.3177868971484306,0,0,0,France,Female,1
38,0.0,619,112442.63,1,0,1,0.0,0,38,0,Spain,Female,1
35,0.0,705,66331.01,2,1,1,0.0,0,0,0,France,Female,0
53,123916.67,638,16657.68,1,0,0,7.4385647602331035,0,53,1,Germany,Female,1
31,0.0,710,20081.3,2,0,1,0.0,0,31,0,France,Female,0
54,0.0,590,93820.49,2,1,1,0.0,0,0,0,France,Female,1
43,165896.0,725,130795.52,2,0,0,1.2683517879527682,0,43,0,France,Male,0
32,0.0,638,160129.99,2,0,1,0.0,0,32,0,France,Female,0
36,111168.97,791,189969.91,1,1,0,0.5851894376881176,0,0,0,France,Male,0
40,103549.24,702,9712.52,1,0,0,10.660320872351114,0,40,0,France,Female,1
32,0.0,607,196062.01,2,0,1,0.0,0,32,0,France,Female,0
30,103804.97,535,125710.53,1,1,0,0.82573945285687,0,0,0,France,Male,0
45,165901.59,651,23054.51,2,0,0,7.195745832558031,0,45,0,France,Male,1
59,119152.1,506,170679.74,2,1,0,0.6980992700172264,0,0,1,Germany,Male,0
57,122950.31,511,181258.76,1,1,0,0.6783100121063825,0,0,0,Spain,Female,0
51,0.0,757,22835.13,1,1,1,0.0,0,0,0,France,Female,1
49,133384.66,768,102397.22,1,0,0,1.3026072132894497,0,49,1,Germany,Male,1
32,0.0,757,115950.96,2,0,1,0.0,0,32,0,France,Male,0
64,0.0,663,15876.52,2,1,1,0.0,0,0,0,Spain,Male,0
37,158411.95,537,117690.58,4,1,0,1.345992211167528,1,0,1,Germany,Female,1
29,122028.65,570,173792.77,2,1,0,0.7021462852206958,0,0,1,Germany,Male,0
35,0.0,850,80992.8,1,1,1,0.0,0,0,0,France,Female,0
64,128751.65,661,189398.18,2,0,0,0.6797899019414974,0,64,1,Germany,Female,1
54,133436.52,659,56787.8,1,0,0,2.349697827740681,0,54,0,France,Male,0
40,123177.01,454,148309.98,1,0,0,0.8305319673566987,0,40,0,Spain,Male,0
59,0.0,708,179673.11,1,0,1,0.0,0,59,0,France,Female,1
37,120328.88,720,138470.21,2,1,0,0.868981212773399,0,0,0,France,Female,0
39,130147.98,785,163798.41,1,0,0,0.7945570744119286,0,39,0,France,Female,1
36,92716.96,743,33693.78,1,1,0,2.7516713271313837,0,0,0,Spain,Female,0
48,0.0,493,48545.1,2,0,1,0.0,0,48,0,Spain,Female,0
34,0.0,557,123427.98,1,1,1,0.0,0,0,0,Spain,Male,0
40,76914.21,850,174183.44,1,0,0,0.44156762796952476,0,40,0,France,Male,0
32,106045.92,799,17938.0,2,1,0,5.911473326272367,0,0,0,France,Female,0
34,103133.26,756,90059.04,1,1,0,1.1451611613763442,0,0,0,France,Male,0
38,145974.79,752,137694.23,2,1,0,1.0601296065230437,0,0,0,France,Male,0
36,0.0,696,65039.9,3,0,1,0.0,1,36,0,Spain,Female,0
49,0.0,630,162858.29,2,1,1,0.0,0,0,0,Spain,Female,0
38,0.0,659,35701.06,2,1,1,0.0,0,0,0,Spain,Female,0
39,0.0,685,18826.06,2,1,1,0.0,0,0,0,Spain,Male,0
31,0.0,599,130086.47,1,1,1,0.0,0,0,0,Spain,Female,1
31,139183.06,559,143360.56,1,1,0,0.9708534142625123,0,0,0,Spain,Female,0
19,0.0,615,159920.92,2,0,1,0.0,0,19,0,Spain,Male,0
36,74974.89,580,12099.67,1,1,0,6.195928820470272,0,0,0,Germany,Female,0
44,61691.45,487,53087.98,1,1,0,1.1620387131189938,0,0,0,Spain,Male,0
35,121952.75,646,142839.82,2,1,0,0.8537668013947273,0,0,1,Germany,Female,0
35,0.0,811,178.19,1,1,1,0.0,0,0,0,France,Female,0
